StaffID,Age,Gender,Department,Role,StoreRegion,EmploymentType,ShiftType,WeeklyHours,HourlyWage,TenureMonths,ManagerRating,TrainingHoursLastYear,CommuteMinutes,EngagementScore,CustomerSatRating
724,45,Male,Sales Floor,Cashier,Northeast,Full-Time,Afternoon,40,31.23,171,4,29,86,7.4,2.7
725,33,Female,Customer Service,CS Representative,Southeast,Full-Time,Afternoon,45,31.94,139,1,8,90,5.3,4.2
726,22,Female,Warehouse,Inventory Analyst,Northeast,Part-Time,Afternoon,30,30.2,39,4,11,71,6.7,
727,32,Non-Binary,Sales Floor,Store Associate,Southeast,Full-Time,Evening,50,14.88,129,4,40,49,4.1,3.1
728,26,Male,Sales Floor,Department Lead,Southwest,Full-Time,Rotating,40,24.3,67,1,1,54,4.2,3.1
729,36,Female,Warehouse,Inventory Analyst,Southeast,Full-Time,Morning,45,25.85,139,5,24,55,7.9,
730,19,Female,Customer Service,Returns Specialist,Southeast,Full-Time,Morning,40,14.24,2,3,19,43,3.8,4.1
731,46,Female,Warehouse,Forklift Operator,Northeast,Part-Time,Morning,30,27.97,70,5,29,6,7.9,
732,21,Male,Warehouse,Receiving Clerk,West Coast,Full-Time,Evening,40,26.96,9,5,33,35,7.4,
733,64,Female,Sales Floor,Department Lead,Northeast,Full-Time,Afternoon,40,14.62,14,1,9,81,3.6,4.4
734,27,Non-Binary,Warehouse,Inventory Analyst,Northeast,Full-Time,Afternoon,35,24.87,56,4,38,59,6.7,
735,28,Female,Sales Floor,Store Associate,Southeast,Full-Time,Morning,35,20.59,45,5,39,27,4.7,4.6
736,31,Male,Warehouse,Warehouse Worker,Southeast,Full-Time,Evening,40,26.34,78,5,11,86,6.7,
737,64,Female,Sales Floor,Store Manager,West Coast,Full-Time,Morning,40,26.68,84,3,4,43,7.0,3.3
738,63,Female,Finance,Controller,West Coast,Part-Time,Afternoon,30,28.72,211,5,22,74,6.6,
739,49,Non-Binary,Supply Chain,Buyer,Southwest,Part-Time,Morning,30,23.21,186,3,3,55,5.8,
740,22,Male,Warehouse,Inventory Analyst,Midwest,Full-Time,Evening,40,12.1,7,5,8,47,4.3,
741,49,Non-Binary,Warehouse,Shift Supervisor,West Coast,Part-Time,Evening,20,26.59,159,1,19,55,5.7,
742,41,Female,Marketing,Digital Marketing Specialist,West Coast,Part-Time,Evening,25,32.69,9,1,40,86,3.8,
743,53,Female,Sales Floor,Store Manager,Southeast,Full-Time,Afternoon,40,25.44,4,4,8,68,6.8,3.2
744,48,Non-Binary,Customer Service,Returns Specialist,West Coast,Part-Time,Morning,30,13.95,162,3,17,52,3.6,4.2
745,50,Non-Binary,Warehouse,Forklift Operator,Midwest,Full-Time,Evening,40,24.55,222,5,39,13,6.8,
746,26,Female,Customer Service,Returns Specialist,Southeast,Full-Time,Rotating,40,18.43,71,1,36,10,5.0,2.8
747,23,Female,Sales Floor,Store Associate,Northeast,Part-Time,Rotating,25,20.47,19,5,39,17,6.0,2.6
748,42,Non-Binary,Marketing,Brand Analyst,West Coast,Full-Time,Morning,40,36.92,163,3,3,8,6.6,
749,56,Female,Sales Floor,Department Lead,Midwest,Part-Time,Evening,25,12.33,189,1,32,42,2.8,3.2
750,47,Non-Binary,Warehouse,Receiving Clerk,Northeast,Part-Time,Rotating,25,18.58,141,3,19,20,5.2,
751,47,Male,Sales Floor,Department Lead,Southwest,Full-Time,Rotating,45,23.59,1,1,25,16,2.6,3.4
752,52,Female,HR,HR Generalist,Southeast,Part-Time,Afternoon,30,24.02,68,3,37,51,4.7,
753,57,Male,Marketing,Social Media Coordinator,West Coast,Full-Time,Afternoon,45,41.29,217,1,23,54,4.2,
754,45,Non-Binary,Finance,Payroll Specialist,Southwest,Part-Time,Morning,20,30.14,32,1,8,8,4.7,
755,25,Non-Binary,Marketing,Social Media Coordinator,West Coast,Part-Time,Rotating,25,28.01,43,2,35,49,4.8,
756,62,Non-Binary,Finance,Financial Analyst,West Coast,Full-Time,Afternoon,40,42.48,22,5,31,5,6.5,
757,64,Non-Binary,Marketing,Marketing Manager,Northeast,Full-Time,Afternoon,40,42.18,60,2,13,30,4.4,
758,24,Non-Binary,Supply Chain,Procurement Analyst,Southwest,Full-Time,Rotating,35,27.44,19,4,15,36,6.5,
759,29,Non-Binary,Marketing,Digital Marketing Specialist,Southeast,Part-Time,Afternoon,25,28.48,13,3,15,45,5.6,
760,40,Non-Binary,Sales Floor,Department Lead,West Coast,Full-Time,Morning,45,12.69,122,2,21,84,4.1,3.2
761,24,Female,Sales Floor,Store Manager,Midwest,Full-Time,Morning,40,22.78,64,2,40,17,4.2,4.5
762,65,Non-Binary,Sales Floor,Store Associate,Midwest,Full-Time,Rotating,40,18.64,171,1,31,33,3.3,4.5
763,23,Female,Sales Floor,Store Manager,Northeast,Full-Time,Evening,45,24.26,41,4,39,58,6.7,4.8
764,46,Female,Sales Floor,Store Associate,Southwest,Full-Time,Morning,35,12.87,3,1,8,39,3.5,2.8
765,42,Female,Sales Floor,Department Lead,Southeast,Part-Time,Afternoon,25,25.92,40,3,2,86,5.6,4.7
766,52,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Evening,20,14.65,236,5,18,70,4.3,3.9
767,40,Female,Customer Service,Call Center Agent,Southeast,Full-Time,Rotating,45,25.17,76,3,31,37,5.3,4.4
768,55,Non-Binary,Warehouse,Receiving Clerk,Midwest,Full-Time,Evening,45,18.51,1,3,19,38,4.6,
769,51,Female,HR,HR Manager,Midwest,Full-Time,Evening,40,15.2,18,2,32,70,4.6,
770,57,Male,Warehouse,Warehouse Worker,West Coast,Part-Time,Morning,30,31.62,59,4,35,42,6.3,
771,34,Male,HR,HR Manager,Midwest,Full-Time,Afternoon,40,21.75,135,4,8,61,5.8,
772,38,Female,Sales Floor,Store Associate,Southeast,Full-Time,Morning,40,29.04,196,3,6,28,5.5,4.2
773,37,Non-Binary,Supply Chain,Procurement Analyst,Southwest,Part-Time,Rotating,30,28.46,18,1,3,59,4.5,
774,31,Male,Customer Service,Call Center Agent,Southwest,Part-Time,Evening,25,31.84,58,5,12,86,7.4,3.8
775,23,Non-Binary,IT,Systems Administrator,Southeast,Full-Time,Evening,45,30.5,34,1,3,76,4.9,
776,25,Male,Customer Service,CS Representative,West Coast,Part-Time,Evening,25,14.4,13,5,15,41,4.9,4.5
777,39,Male,Sales Floor,Visual Merchandiser,Midwest,Part-Time,Evening,25,17.68,49,1,38,61,3.4,4.2
778,36,Female,Finance,Payroll Specialist,Southeast,Full-Time,Evening,40,44.34,38,1,1,83,5.9,
779,32,Non-Binary,Sales Floor,Cashier,Southeast,Full-Time,Evening,40,12.08,35,4,10,44,5.6,3.8
780,26,Female,Sales Floor,Cashier,Northeast,Part-Time,Afternoon,30,24.39,11,5,27,81,5.1,3.8
781,28,Non-Binary,Finance,Payroll Specialist,Southwest,Full-Time,Evening,40,44.99,36,4,24,78,6.7,
782,47,Male,Sales Floor,Store Associate,West Coast,Part-Time,Evening,25,20.11,127,1,6,73,4.4,4.6
783,42,Male,HR,HR Manager,Southwest,Full-Time,Morning,40,14.53,16,1,24,22,2.4,
784,52,Male,Sales Floor,Cashier,Southwest,Full-Time,Rotating,45,16.78,90,4,15,75,5.9,4.4
785,50,Male,Marketing,Brand Analyst,Midwest,Part-Time,Rotating,25,26.06,20,2,37,14,5.7,
786,26,Male,Warehouse,Warehouse Worker,Northeast,Full-Time,Morning,40,16.11,77,1,3,24,3.4,
787,53,Female,Warehouse,Shift Supervisor,Midwest,Full-Time,Afternoon,40,15.2,186,2,36,25,5.2,
788,42,Female,IT,POS Technician,Southwest,Full-Time,Morning,35,30.52,57,5,3,31,7.3,
789,28,Female,Sales Floor,Store Manager,Southwest,Full-Time,Rotating,35,29.34,33,2,10,57,4.7,4.4
790,39,Female,Customer Service,Returns Specialist,Midwest,Part-Time,Afternoon,30,27.14,43,3,38,59,6.7,4.2
791,21,Non-Binary,Sales Floor,Cashier,West Coast,Part-Time,Evening,25,13.66,25,4,2,87,5.8,4.6
792,24,Male,Warehouse,Forklift Operator,Northeast,Part-Time,Morning,25,19.6,55,3,15,77,5.2,
793,35,Male,Supply Chain,Procurement Analyst,Midwest,Part-Time,Evening,20,18.95,47,3,13,86,4.9,
794,19,Female,Marketing,Social Media Coordinator,West Coast,Part-Time,Afternoon,30,30.49,9,3,32,87,5.9,
795,41,Non-Binary,Warehouse,Receiving Clerk,Southwest,Full-Time,Rotating,40,27.44,196,4,16,22,7.3,
796,42,Male,HR,Training Coordinator,Southeast,Full-Time,Afternoon,40,18.53,136,5,16,79,6.5,
797,59,Female,HR,HR Manager,West Coast,Full-Time,Rotating,45,21.62,224,2,20,34,3.2,
798,24,Male,IT,POS Technician,Midwest,Full-Time,Afternoon,40,40.48,14,4,30,14,7.1,
799,46,Non-Binary,Warehouse,Forklift Operator,Southeast,Part-Time,Morning,20,12.17,231,2,39,52,1.9,
800,21,Female,Finance,Financial Analyst,Southwest,Full-Time,Afternoon,45,38.52,24,4,4,33,6.1,
801,48,Male,Sales Floor,Store Associate,West Coast,Part-Time,Evening,20,13.15,41,3,33,6,4.7,3.6
802,35,Female,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Morning,50,21.12,11,1,15,67,3.6,4.6
803,47,Female,Finance,Accountant,West Coast,Full-Time,Afternoon,35,24.43,122,4,36,23,6.0,
804,19,Female,Supply Chain,Procurement Analyst,Northeast,Full-Time,Rotating,35,13.03,7,5,29,12,4.8,
805,18,Male,Warehouse,Warehouse Worker,West Coast,Part-Time,Morning,20,30.21,1,2,29,10,4.0,
806,64,Male,Supply Chain,Demand Planner,Southeast,Full-Time,Afternoon,40,23.19,30,2,39,10,4.9,
807,22,Male,Sales Floor,Store Associate,West Coast,Full-Time,Rotating,40,27.79,47,1,0,53,4.9,4.3
808,57,Female,Sales Floor,Store Associate,Midwest,Part-Time,Morning,20,28.07,79,4,14,27,7.3,4.4
809,58,Non-Binary,HR,Training Coordinator,West Coast,Full-Time,Morning,35,14.92,99,1,31,7,4.0,
810,28,Non-Binary,Warehouse,Inventory Analyst,Northeast,Full-Time,Evening,50,15.13,91,1,33,89,4.3,
811,40,Male,Customer Service,Returns Specialist,Southwest,Part-Time,Evening,20,29.6,159,3,8,58,5.6,3.2
812,50,Non-Binary,Marketing,Brand Analyst,Midwest,Full-Time,Rotating,50,44.12,114,2,0,24,3.3,
813,35,Female,Warehouse,Shift Supervisor,Southwest,Part-Time,Afternoon,25,26.91,79,5,0,68,8.0,
814,62,Non-Binary,Customer Service,CS Manager,Northeast,Full-Time,Rotating,35,29.34,149,4,11,77,7.0,4.4
815,22,Female,Warehouse,Receiving Clerk,West Coast,Part-Time,Morning,30,26.3,41,1,26,43,6.0,
816,44,Male,Customer Service,Returns Specialist,Midwest,Full-Time,Rotating,35,30.93,89,4,7,49,6.2,3.1
817,27,Non-Binary,Customer Service,Call Center Agent,Southeast,Full-Time,Afternoon,45,27.35,101,3,16,73,7.1,3.6
818,62,Female,HR,Training Coordinator,Southwest,Full-Time,Evening,40,24.95,79,2,1,8,4.2,
819,40,Male,Warehouse,Receiving Clerk,Midwest,Full-Time,Afternoon,40,23.06,231,2,8,36,5.1,
820,28,Male,Warehouse,Shift Supervisor,West Coast,Full-Time,Rotating,45,27.41,17,3,19,82,5.0,
821,30,Male,Finance,Accountant,Northeast,Full-Time,Rotating,40,36.06,60,3,29,66,5.7,
822,65,Non-Binary,Sales Floor,Store Associate,Midwest,Full-Time,Morning,40,28.75,198,3,15,83,5.4,3.0
823,20,Non-Binary,Warehouse,Shift Supervisor,Midwest,Part-Time,Morning,30,29.97,19,4,40,51,7.1,
824,41,Female,HR,Recruiter,Northeast,Full-Time,Morning,40,24.07,17,1,3,8,4.6,
825,47,Non-Binary,Sales Floor,Store Associate,Southeast,Part-Time,Afternoon,25,12.28,125,4,36,42,5.6,3.4
826,28,Non-Binary,Customer Service,Call Center Agent,Southeast,Full-Time,Rotating,45,20.34,112,1,5,44,3.4,3.1
827,35,Non-Binary,Customer Service,Call Center Agent,Northeast,Full-Time,Evening,45,31.3,28,3,8,80,6.3,3.6
828,25,Non-Binary,IT,POS Technician,Southwest,Full-Time,Afternoon,35,42.82,37,5,4,57,6.1,
829,21,Non-Binary,Marketing,Brand Analyst,Midwest,Full-Time,Evening,40,34.83,23,5,18,67,6.8,
830,39,Male,Warehouse,Forklift Operator,Midwest,Full-Time,Rotating,45,23.12,210,5,34,27,5.4,
831,25,Male,Marketing,Brand Analyst,Southeast,Part-Time,Morning,25,36.06,3,1,7,65,4.7,
832,46,Male,Customer Service,CS Representative,Midwest,Part-Time,Rotating,30,14.56,181,5,11,32,5.5,4.4
833,65,Male,Marketing,Digital Marketing Specialist,Midwest,Full-Time,Afternoon,40,26.22,90,3,25,31,6.7,
834,37,Male,Sales Floor,Department Lead,Southeast,Full-Time,Rotating,45,14.46,93,1,4,61,2.2,5.0
835,39,Female,Supply Chain,Demand Planner,Northeast,Full-Time,Evening,35,18.18,23,2,35,68,3.6,
836,61,Male,Supply Chain,Demand Planner,Midwest,Part-Time,Afternoon,30,25.93,227,5,37,15,7.3,
837,31,Non-Binary,Warehouse,Forklift Operator,Southwest,Part-Time,Evening,25,27.57,109,1,27,15,5.4,
838,53,Male,Warehouse,Receiving Clerk,Southwest,Full-Time,Afternoon,40,21.44,76,3,6,45,5.6,
839,65,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Morning,45,19.51,91,2,34,45,4.0,4.0
840,44,Male,Finance,Financial Analyst,Northeast,Part-Time,Afternoon,25,23.93,74,3,24,86,5.0,
841,51,Male,Sales Floor,Store Manager,Northeast,Full-Time,Rotating,40,25.13,11,2,26,36,3.9,2.5
842,40,Non-Binary,Sales Floor,Store Associate,Southwest,Part-Time,Morning,25,29.9,103,2,39,70,6.3,4.6
843,30,Female,Warehouse,Inventory Analyst,Midwest,Full-Time,Morning,35,17.85,8,3,28,67,4.9,
844,65,Male,Sales Floor,Department Lead,Southwest,Full-Time,Evening,45,22.03,212,2,12,27,4.5,2.7
845,39,Female,Marketing,Digital Marketing Specialist,Northeast,Full-Time,Evening,35,30.73,117,1,29,12,4.5,
846,54,Non-Binary,Warehouse,Warehouse Worker,Southwest,Part-Time,Evening,20,30.73,165,2,27,15,5.7,
847,49,Female,Sales Floor,Cashier,Midwest,Full-Time,Morning,40,17.19,70,3,0,38,5.1,3.0
848,55,Male,Customer Service,CS Manager,Midwest,Part-Time,Rotating,20,12.11,202,2,0,70,2.4,2.7
849,23,Female,Marketing,Digital Marketing Specialist,Southwest,Full-Time,Morning,35,27.07,37,1,39,73,4.1,
850,47,Female,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Evening,35,26.89,189,1,33,60,4.6,2.8
851,39,Male,Sales Floor,Visual Merchandiser,Northeast,Part-Time,Afternoon,25,14.15,33,4,27,48,5.0,4.5
852,47,Female,Sales Floor,Store Associate,West Coast,Full-Time,Evening,40,14.31,231,4,27,28,5.5,3.3
853,51,Male,Marketing,Marketing Manager,Northeast,Part-Time,Afternoon,30,31.75,225,3,7,54,5.3,
854,62,Male,HR,Training Coordinator,West Coast,Part-Time,Rotating,25,13.86,50,2,18,20,2.6,
855,44,Female,Marketing,Brand Analyst,West Coast,Part-Time,Rotating,30,39.13,217,4,20,43,7.7,
856,24,Male,Sales Floor,Visual Merchandiser,Southeast,Full-Time,Evening,45,22.2,17,4,17,10,5.6,4.8
857,31,Female,HR,Training Coordinator,Northeast,Part-Time,Rotating,30,22.91,80,4,20,58,4.8,
858,49,Male,HR,Training Coordinator,Southwest,Part-Time,Afternoon,30,15.31,21,2,33,86,5.0,
859,26,Male,Sales Floor,Department Lead,Southwest,Full-Time,Rotating,35,19.65,79,2,2,58,4.3,3.6
860,61,Non-Binary,Sales Floor,Cashier,Southwest,Part-Time,Rotating,30,28.94,125,5,16,30,6.8,2.6
861,60,Non-Binary,Sales Floor,Store Associate,Southeast,Part-Time,Evening,20,26.71,235,5,11,66,6.5,3.3
862,23,Female,Supply Chain,Procurement Analyst,Southeast,Full-Time,Morning,35,19.89,43,4,23,17,5.9,
863,63,Female,Warehouse,Receiving Clerk,Southwest,Full-Time,Rotating,35,22.24,232,3,22,69,5.0,
864,23,Female,Warehouse,Receiving Clerk,Southwest,Full-Time,Evening,45,13.73,7,5,18,58,4.4,
865,58,Female,Customer Service,CS Manager,Southeast,Part-Time,Evening,20,22.78,184,2,8,68,4.1,4.1
866,19,Female,Customer Service,Returns Specialist,Southeast,Part-Time,Afternoon,25,19.71,1,1,14,11,4.5,4.5
867,20,Male,Sales Floor,Department Lead,Southeast,Full-Time,Rotating,50,19.48,24,2,13,48,2.7,2.7
868,62,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Morning,35,27.73,19,5,10,80,6.1,4.9
869,22,Female,IT,IT Manager,Southwest,Full-Time,Rotating,35,24.61,10,2,21,43,2.5,
870,65,Male,Marketing,Marketing Manager,Midwest,Full-Time,Afternoon,40,40.93,51,5,37,51,6.1,
871,20,Female,Sales Floor,Department Lead,West Coast,Full-Time,Morning,50,12.59,10,1,28,9,2.2,2.9
872,31,Female,Marketing,Digital Marketing Specialist,Northeast,Part-Time,Afternoon,30,36.4,77,1,32,78,6.0,
873,60,Non-Binary,HR,HR Manager,West Coast,Full-Time,Evening,40,31.24,209,5,11,17,6.9,
874,23,Non-Binary,HR,HR Generalist,Midwest,Full-Time,Rotating,40,31.69,58,4,36,58,4.9,
875,57,Male,Supply Chain,Logistics Coordinator,Northeast,Full-Time,Rotating,40,31.48,231,3,5,83,5.4,
876,62,Male,IT,POS Technician,West Coast,Part-Time,Rotating,25,41.5,111,4,32,52,6.9,
877,30,Male,Sales Floor,Visual Merchandiser,West Coast,Part-Time,Rotating,30,26.86,23,4,40,6,6.1,2.5
878,29,Female,Marketing,Brand Analyst,Midwest,Full-Time,Evening,50,44.3,114,2,38,74,6.1,
879,37,Non-Binary,Supply Chain,Buyer,West Coast,Full-Time,Morning,40,29.11,189,4,34,87,7.5,
880,18,Female,Sales Floor,Store Manager,Southeast,Part-Time,Afternoon,25,23.06,1,5,30,8,5.2,4.8
881,41,Male,Warehouse,Shift Supervisor,West Coast,Part-Time,Evening,30,26.1,202,4,20,32,6.2,
882,32,Male,Sales Floor,Visual Merchandiser,Northeast,Part-Time,Afternoon,25,31.57,34,3,4,22,5.5,3.4
883,54,Male,Marketing,Brand Analyst,Northeast,Part-Time,Evening,30,36.82,72,2,6,41,6.0,
884,46,Female,HR,Training Coordinator,Southwest,Part-Time,Morning,25,23.11,110,5,3,66,5.5,
885,25,Male,Customer Service,Call Center Agent,Midwest,Full-Time,Rotating,40,16.79,81,4,39,66,6.1,4.0
886,50,Non-Binary,HR,Recruiter,Southeast,Full-Time,Afternoon,35,28.38,51,5,32,31,7.0,
887,46,Non-Binary,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Rotating,50,14.05,54,3,11,23,3.3,5.0
888,52,Non-Binary,Customer Service,CS Manager,Southwest,Full-Time,Afternoon,40,19.2,126,5,33,8,6.8,2.8
889,36,Non-Binary,Warehouse,Forklift Operator,Southeast,Part-Time,Evening,20,19.89,46,2,9,57,3.7,
890,43,Male,Sales Floor,Store Associate,Southwest,Full-Time,Rotating,40,20.89,113,4,28,90,5.6,4.4
891,59,Male,IT,IT Support,Midwest,Part-Time,Rotating,30,43.84,148,5,36,34,6.2,
892,25,Non-Binary,IT,Systems Administrator,Southwest,Part-Time,Afternoon,25,34.79,8,4,31,29,6.3,
893,43,Female,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Afternoon,25,18.02,21,3,30,28,4.5,3.5
894,27,Non-Binary,Finance,Financial Analyst,Southwest,Full-Time,Rotating,40,22.79,104,4,8,75,5.8,
895,55,Female,Marketing,Marketing Manager,Northeast,Full-Time,Rotating,35,38.1,160,2,17,87,3.8,
896,47,Non-Binary,Customer Service,Returns Specialist,West Coast,Part-Time,Afternoon,30,24.15,192,2,18,46,4.2,3.4
897,49,Male,Warehouse,Warehouse Worker,Southwest,Full-Time,Rotating,35,14.99,185,2,27,44,2.2,
898,27,Non-Binary,Sales Floor,Store Associate,Northeast,Part-Time,Morning,25,27.5,64,4,26,83,7.4,4.4
899,34,Male,Marketing,Brand Analyst,Northeast,Full-Time,Afternoon,45,35.67,92,1,7,60,5.8,
900,19,Male,Warehouse,Warehouse Worker,Northeast,Full-Time,Morning,50,19.32,7,3,36,33,4.9,
901,38,Non-Binary,Finance,Financial Analyst,Midwest,Part-Time,Rotating,30,24.92,92,3,34,83,4.4,
902,43,Female,Customer Service,CS Representative,Southwest,Part-Time,Afternoon,25,13.04,145,3,27,79,4.6,3.9
903,41,Male,Marketing,Social Media Coordinator,West Coast,Part-Time,Morning,20,40.8,182,4,7,88,7.5,
904,47,Non-Binary,Marketing,Marketing Manager,Northeast,Full-Time,Afternoon,50,35.29,212,5,14,72,6.7,
905,50,Male,Customer Service,Call Center Agent,Southeast,Part-Time,Afternoon,20,24.84,148,1,23,23,4.4,3.9
906,54,Non-Binary,Customer Service,CS Manager,Northeast,Full-Time,Afternoon,40,13.07,25,5,22,72,4.7,4.3
907,18,Female,Sales Floor,Department Lead,Midwest,Part-Time,Rotating,30,18.16,1,2,31,87,4.2,2.7
908,48,Female,Customer Service,Returns Specialist,West Coast,Part-Time,Evening,30,15.06,10,1,23,55,3.7,2.6
909,41,Female,Sales Floor,Cashier,Northeast,Part-Time,Morning,25,29.79,3,2,21,11,5.5,4.5
910,40,Non-Binary,Finance,Financial Analyst,Northeast,Full-Time,Morning,45,36.81,159,4,27,47,7.8,
911,24,Non-Binary,Marketing,Digital Marketing Specialist,West Coast,Part-Time,Rotating,30,42.16,40,5,2,29,6.1,
912,55,Male,Marketing,Social Media Coordinator,Northeast,Part-Time,Morning,25,39.98,32,4,4,44,5.9,
913,26,Non-Binary,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Rotating,40,14.67,56,2,40,75,2.4,3.7
914,34,Male,Supply Chain,Demand Planner,Northeast,Part-Time,Afternoon,25,22.68,95,1,13,44,5.0,
915,41,Male,Customer Service,Returns Specialist,Southeast,Full-Time,Evening,35,29.98,107,4,34,9,6.8,3.9
916,52,Female,Marketing,Brand Analyst,Southeast,Full-Time,Evening,35,42.53,30,1,20,39,5.1,
917,58,Male,Warehouse,Warehouse Worker,West Coast,Full-Time,Rotating,35,31.33,13,3,39,18,6.5,
918,35,Female,Warehouse,Warehouse Worker,Midwest,Part-Time,Rotating,20,23.93,110,5,21,37,5.9,
919,43,Female,Warehouse,Forklift Operator,Southwest,Part-Time,Evening,30,27.68,110,3,15,86,7.3,
920,57,Male,Warehouse,Inventory Analyst,West Coast,Full-Time,Evening,40,12.91,228,2,17,41,3.2,
921,42,Male,Finance,Payroll Specialist,Southeast,Full-Time,Evening,35,36.86,110,5,25,17,6.6,
922,31,Male,Marketing,Marketing Manager,Midwest,Full-Time,Morning,40,26.59,52,2,22,60,4.9,
923,48,Non-Binary,Sales Floor,Visual Merchandiser,Midwest,Part-Time,Evening,30,31.56,49,2,28,26,5.8,3.9
924,57,Male,Sales Floor,Cashier,Northeast,Full-Time,Rotating,40,29.62,179,5,21,90,6.3,3.4
925,37,Female,Customer Service,Returns Specialist,Southwest,Part-Time,Rotating,30,17.48,4,2,39,66,2.9,4.7
926,49,Non-Binary,Warehouse,Inventory Analyst,Southwest,Part-Time,Morning,30,22.14,151,2,18,38,4.6,
927,22,Male,Warehouse,Inventory Analyst,Midwest,Part-Time,Afternoon,30,19.38,38,2,32,60,4.4,
928,60,Non-Binary,Sales Floor,Cashier,Northeast,Full-Time,Morning,45,25.0,116,5,7,43,5.3,3.5
929,24,Female,IT,Systems Administrator,Northeast,Full-Time,Rotating,40,43.64,47,1,24,43,4.5,
930,64,Non-Binary,Supply Chain,Buyer,Northeast,Part-Time,Morning,25,13.43,159,4,32,13,4.8,
931,24,Non-Binary,Sales Floor,Department Lead,Midwest,Part-Time,Evening,20,23.65,40,3,20,73,5.5,4.2
932,53,Male,Warehouse,Forklift Operator,Southwest,Part-Time,Rotating,25,19.88,10,1,33,11,3.6,
933,51,Female,Warehouse,Receiving Clerk,Midwest,Full-Time,Rotating,40,31.58,36,1,38,82,3.9,
934,33,Male,Sales Floor,Department Lead,Northeast,Part-Time,Morning,30,12.05,6,1,39,83,3.9,3.4
935,49,Female,Sales Floor,Store Associate,Southeast,Part-Time,Rotating,25,31.89,164,4,11,26,5.7,4.5
936,20,Non-Binary,Finance,Payroll Specialist,Southwest,Part-Time,Morning,30,26.85,11,2,10,58,4.8,
937,54,Female,Sales Floor,Department Lead,Southeast,Full-Time,Afternoon,40,28.87,120,3,39,80,5.3,2.7
938,53,Female,Finance,Accountant,West Coast,Part-Time,Rotating,25,22.25,160,3,5,38,5.5,
939,57,Male,Sales Floor,Store Associate,West Coast,Full-Time,Morning,40,20.68,219,1,10,51,3.4,3.5
940,59,Non-Binary,Sales Floor,Store Manager,West Coast,Part-Time,Afternoon,25,22.41,148,4,38,83,5.5,3.0
941,28,Female,Warehouse,Receiving Clerk,West Coast,Part-Time,Evening,20,21.65,20,4,20,27,6.0,
942,24,Male,Warehouse,Inventory Analyst,Midwest,Full-Time,Evening,50,16.04,21,2,27,67,3.4,
943,28,Non-Binary,Sales Floor,Store Associate,Northeast,Part-Time,Morning,25,24.88,17,5,31,50,6.1,4.8
944,37,Non-Binary,HR,Recruiter,Northeast,Full-Time,Afternoon,45,18.72,74,3,29,41,5.4,
945,30,Female,Sales Floor,Cashier,West Coast,Part-Time,Afternoon,30,19.43,144,1,39,29,4.8,3.2
946,22,Non-Binary,Sales Floor,Store Associate,Midwest,Full-Time,Afternoon,40,17.73,32,1,27,73,4.1,3.4
947,48,Male,Marketing,Digital Marketing Specialist,Midwest,Full-Time,Evening,35,42.5,27,1,34,10,6.2,
948,31,Male,Sales Floor,Store Associate,Southeast,Full-Time,Evening,50,14.13,150,4,38,70,4.0,2.7
949,58,Female,Supply Chain,Logistics Coordinator,Southeast,Full-Time,Rotating,40,26.93,35,1,18,38,4.3,
950,49,Non-Binary,Warehouse,Receiving Clerk,Southwest,Full-Time,Rotating,35,22.0,140,1,5,20,2.8,
951,63,Male,Sales Floor,Store Manager,Southeast,Part-Time,Rotating,25,19.11,176,5,2,31,5.8,3.2
952,23,Non-Binary,Sales Floor,Department Lead,Southwest,Part-Time,Rotating,25,16.01,37,3,18,48,4.4,3.9
953,58,Non-Binary,Marketing,Social Media Coordinator,Southeast,Full-Time,Morning,45,29.58,98,3,1,79,6.6,
954,56,Non-Binary,Warehouse,Receiving Clerk,Northeast,Part-Time,Evening,20,25.92,186,4,31,77,7.0,
955,36,Female,IT,IT Support,West Coast,Part-Time,Rotating,30,27.39,144,1,38,89,4.8,
956,46,Female,Customer Service,Call Center Agent,Southeast,Part-Time,Evening,25,15.32,54,2,32,80,3.7,3.7
957,65,Non-Binary,Customer Service,Returns Specialist,West Coast,Part-Time,Afternoon,20,19.7,69,1,25,50,3.7,4.8
958,57,Male,Sales Floor,Cashier,Southeast,Full-Time,Rotating,40,25.69,240,2,5,7,4.2,3.2
959,39,Male,IT,Systems Administrator,Southwest,Part-Time,Rotating,20,34.55,147,5,21,75,6.4,
960,24,Male,Sales Floor,Store Manager,Southeast,Full-Time,Evening,40,15.34,34,3,35,60,4.1,2.8
961,50,Male,Customer Service,CS Representative,West Coast,Full-Time,Morning,40,12.96,28,5,37,19,4.6,3.9
962,53,Female,Sales Floor,Department Lead,Northeast,Full-Time,Morning,40,26.08,90,4,40,39,8.4,4.2
963,44,Female,Sales Floor,Store Manager,Southeast,Part-Time,Rotating,25,25.84,78,5,11,41,5.7,4.2
