EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,OverTime,DistanceFromHome,Education,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,PercentSalaryHike,EngagementScore,Attrition
608,36,Male,Divorced,Marketing,Marketing Analyst,1,2794,7,0,0,12,Yes,21,4,4,2,4,1,3,7,0,3,19,9.2,Yes
609,59,Male,Married,Engineering,Software Engineer,1,3663,15,0,11,21,No,10,5,1,3,3,3,3,8,3,1,24,6.3,Yes
610,38,Male,Single,Sales,Sales Manager,1,2913,12,1,10,18,Yes,7,2,3,4,3,2,3,5,3,0,21,4.3,No
611,23,Non-Binary,Married,Sales,Sales Manager,1,3893,1,0,0,3,No,30,4,3,2,2,4,4,8,4,2,23,6.2,No
612,28,Female,Divorced,Finance,Controller,1,3942,0,0,0,9,No,11,1,2,1,2,2,4,5,0,2,17,5.0,No
613,41,Non-Binary,Divorced,Engineering,Software Engineer,4,13580,4,2,3,4,No,31,2,1,2,1,2,4,9,5,2,15,3.8,Yes
614,31,Female,Married,Sales,Account Executive,3,9051,3,0,3,5,Yes,1,5,4,4,1,3,3,7,1,2,11,5.8,No
615,50,Non-Binary,Married,Operations,IT Support,1,2479,25,0,20,28,No,46,1,3,4,1,3,4,7,4,1,16,6.6,No
616,62,Male,Divorced,Product,UX Designer,2,5740,11,6,2,42,Yes,44,5,3,3,4,1,3,2,2,2,21,8.0,No
617,43,Non-Binary,Single,HR,Recruiter,4,11241,16,4,10,19,No,45,4,2,2,4,1,1,8,0,0,15,8.5,No
618,43,Female,Single,Marketing,Content Strategist,3,9293,15,3,10,24,No,23,4,3,4,1,2,4,2,6,1,22,6.4,Yes
619,26,Male,Single,HR,HR Generalist,2,4908,2,0,1,2,Yes,2,3,2,1,2,1,1,4,3,0,17,9.2,No
620,41,Non-Binary,Single,Marketing,Marketing Analyst,3,6938,10,6,5,20,No,32,1,3,4,3,1,3,7,6,3,23,7.1,No
621,44,Non-Binary,Single,Engineering,QA Engineer,3,7709,21,15,0,21,No,16,1,3,1,3,2,4,0,2,2,19,6.1,No
622,28,Non-Binary,Divorced,Finance,Controller,3,10209,0,0,0,6,No,35,1,3,2,1,4,2,7,2,1,11,6.0,No
623,26,Male,Married,Engineering,Software Engineer,3,7120,1,1,1,3,Yes,15,3,4,2,4,2,4,1,0,1,13,8.0,Yes
624,45,Male,Married,Operations,Operations Manager,2,6125,22,13,0,25,No,3,3,3,3,4,1,1,1,2,2,18,7.1,No
625,32,Female,Single,Operations,IT Support,1,3202,1,0,0,13,No,43,2,3,3,1,1,2,3,1,2,13,6.6,No
626,22,Female,Single,Product,Product Analyst,1,2946,0,0,0,1,No,43,4,3,3,2,1,2,6,4,0,13,9.0,No
627,26,Female,Married,Finance,Controller,4,9482,3,0,1,3,No,49,4,1,3,3,4,1,3,5,2,17,9.1,No
628,30,Female,Divorced,Finance,Controller,3,7086,7,6,2,7,No,27,1,3,4,2,1,3,4,3,2,18,8.0,No
629,56,Non-Binary,Divorced,Operations,Facilities Coordinator,2,6566,19,10,9,36,No,44,5,3,4,2,4,3,1,5,3,16,5.5,No
630,39,Non-Binary,Single,Sales,Account Executive,2,4683,8,4,8,13,No,20,2,4,3,4,3,3,9,3,1,23,8.9,No
631,45,Non-Binary,Married,HR,HR Manager,1,2978,22,17,17,27,No,16,2,3,2,3,2,4,5,1,3,18,3.8,No
632,31,Male,Married,Operations,Project Manager,2,4757,4,4,0,11,No,30,5,3,4,3,4,2,4,0,3,21,3.0,No
633,42,Male,Married,Sales,BDR,2,4368,3,1,1,6,No,36,5,3,1,1,4,2,0,5,0,11,3.3,Yes
634,37,Non-Binary,Divorced,Operations,Facilities Coordinator,2,6783,7,3,4,12,Yes,49,2,2,2,4,2,1,2,0,2,23,4.0,Yes
635,37,Male,Divorced,Engineering,Data Engineer,2,6675,14,9,2,16,No,28,5,4,3,4,4,2,3,0,0,17,3.7,No
636,46,Female,Divorced,Product,UI Designer,4,13290,0,0,0,19,No,25,4,3,3,3,2,1,9,6,3,13,5.1,No
637,39,Non-Binary,Single,Engineering,Staff Engineer,2,5138,7,4,3,17,No,45,1,3,1,1,4,3,5,3,0,18,7.5,No
638,38,Male,Divorced,Product,UI Designer,1,3059,11,3,4,19,No,39,5,4,4,1,4,3,0,6,1,12,4.0,No
639,25,Female,Married,Engineering,DevOps Engineer,3,10194,2,0,2,3,No,15,4,3,3,1,2,1,9,0,1,15,3.9,No
640,34,Female,Divorced,Operations,IT Support,1,3791,9,1,1,14,Yes,47,2,2,2,2,2,1,5,6,1,23,6.5,Yes
641,32,Female,Married,Finance,Financial Analyst,2,6539,0,0,0,3,Yes,30,2,4,3,2,2,1,1,3,1,11,6.7,No
642,47,Non-Binary,Divorced,Sales,BDR,3,9999,17,17,12,28,No,26,3,3,3,4,2,4,2,6,0,14,8.1,Yes
643,48,Male,Married,Operations,Facilities Coordinator,1,3072,12,6,4,16,Yes,29,5,4,2,2,3,4,3,1,0,25,7.9,Yes
644,51,Non-Binary,Single,Product,UI Designer,2,4391,11,3,7,20,No,24,1,3,2,4,4,1,9,2,2,24,9.2,No
645,43,Non-Binary,Married,Sales,BDR,1,2698,6,2,4,7,No,2,5,3,2,3,1,4,6,2,3,16,7.8,No
646,59,Male,Married,Engineering,Software Engineer,4,10600,3,3,3,24,No,43,4,4,1,3,2,2,3,0,3,15,9.5,No
647,30,Non-Binary,Married,Engineering,Staff Engineer,1,3151,3,3,1,6,No,1,1,2,2,1,3,4,1,1,3,25,5.8,No
648,51,Female,Divorced,Operations,Project Manager,1,3710,25,10,19,33,Yes,36,3,3,4,3,2,3,9,6,1,14,9.2,No
649,54,Male,Divorced,Product,Product Analyst,2,4153,9,7,6,16,No,15,2,3,3,2,1,3,6,5,3,17,3.7,No
650,52,Female,Single,Engineering,Senior Engineer,1,2519,30,29,21,33,Yes,31,1,3,1,3,1,3,3,3,3,25,5.8,No
651,37,Male,Single,Sales,BDR,2,6413,9,3,9,10,Yes,6,1,2,3,4,4,1,2,0,0,18,6.9,Yes
652,44,Non-Binary,Single,Engineering,Data Engineer,2,4121,21,18,2,21,No,40,1,4,3,2,2,4,7,0,2,20,3.6,No
653,40,Male,Divorced,Finance,Financial Analyst,4,11637,4,0,3,13,Yes,3,4,4,1,2,4,4,5,4,2,15,6.2,No
654,37,Male,Divorced,Finance,FP&A Manager,4,9444,9,5,3,10,Yes,10,1,4,2,2,2,1,4,6,2,22,3.2,No
655,29,Male,Single,Engineering,Engineering Manager,2,5968,4,1,3,4,Yes,17,4,2,4,4,4,4,5,3,1,24,4.2,Yes
656,58,Female,Married,Operations,Project Manager,3,6033,27,22,5,29,No,3,2,3,3,4,3,2,2,3,0,23,5.7,Yes
657,45,Female,Divorced,Product,Product Analyst,4,10896,10,0,1,26,No,18,5,3,2,2,4,1,7,5,2,19,4.4,No
658,48,Non-Binary,Divorced,Product,Product Analyst,2,6488,18,2,15,21,No,21,5,3,4,3,3,1,3,5,2,17,8.9,No
659,50,Non-Binary,Married,Sales,Account Executive,1,3174,7,6,0,7,No,33,3,4,3,1,4,2,8,5,2,23,6.5,Yes
660,43,Male,Married,Engineering,Engineering Manager,3,6901,5,4,5,5,No,7,2,4,1,3,2,3,4,3,1,25,5.1,Yes
661,40,Male,Single,HR,HR Manager,1,3550,9,8,8,10,Yes,50,3,4,2,1,4,3,1,4,3,19,8.7,Yes
662,44,Non-Binary,Single,Marketing,Growth Manager,3,7745,2,1,0,4,Yes,11,2,3,3,2,4,3,0,2,3,23,7.7,No
663,47,Non-Binary,Single,Engineering,DevOps Engineer,3,8794,6,1,1,27,No,50,4,3,1,4,4,3,5,1,0,11,9.3,No
664,45,Male,Single,Engineering,Staff Engineer,1,3749,20,10,13,21,Yes,39,5,3,3,1,2,4,7,4,2,12,8.6,Yes
665,37,Non-Binary,Single,Engineering,Data Engineer,3,7320,9,8,6,13,No,25,2,3,1,4,1,3,1,3,2,22,9.1,Yes
666,27,Male,Single,Engineering,Staff Engineer,2,4340,1,0,1,4,No,38,1,3,3,3,3,1,8,4,2,25,5.1,No
667,24,Male,Divorced,Engineering,Engineering Manager,3,8960,1,1,0,1,Yes,7,4,1,1,3,4,1,4,1,1,12,3.9,Yes
668,28,Non-Binary,Divorced,Engineering,DevOps Engineer,3,6982,5,0,3,6,No,27,1,3,2,3,2,4,8,1,0,17,7.8,Yes
669,40,Non-Binary,Single,Marketing,Content Strategist,4,13842,11,2,6,22,No,27,3,3,3,4,1,1,6,4,1,22,4.8,No
670,59,Non-Binary,Single,Engineering,Senior Engineer,4,12266,3,1,1,28,Yes,9,2,3,2,1,1,2,1,6,0,17,7.8,Yes
671,29,Male,Divorced,Engineering,Senior Engineer,1,3081,5,2,3,6,No,14,4,3,3,2,4,4,4,3,0,15,5.9,Yes
672,25,Male,Married,Product,Product Manager,3,7860,3,2,1,3,No,31,5,2,2,4,3,3,3,3,1,22,4.8,No
673,52,Non-Binary,Divorced,Finance,FP&A Manager,2,4051,7,7,2,27,Yes,10,1,3,4,3,3,1,4,6,2,22,5.5,No
674,40,Non-Binary,Single,Engineering,Software Engineer,1,3940,8,3,8,10,No,2,3,4,2,4,3,1,7,1,1,12,7.1,No
675,39,Female,Divorced,HR,Compensation Analyst,2,6009,6,5,3,12,No,16,3,1,3,3,3,4,3,4,2,18,3.6,No
676,28,Non-Binary,Single,Operations,Operations Manager,3,7848,4,1,1,4,Yes,44,5,3,4,2,2,2,3,2,0,11,5.7,Yes
677,39,Female,Divorced,Operations,Project Manager,1,2568,14,14,3,17,No,3,4,3,1,2,1,4,3,6,3,25,3.6,No
678,58,Male,Single,Engineering,DevOps Engineer,1,3653,8,0,6,14,No,41,5,1,4,3,2,2,2,1,0,22,6.6,Yes
679,51,Female,Divorced,Finance,Controller,1,3513,1,1,0,28,Yes,10,1,4,2,2,4,4,0,1,2,11,5.4,No
680,32,Non-Binary,Divorced,Marketing,Brand Manager,1,3147,3,0,1,11,No,44,5,4,2,3,4,2,9,4,1,18,4.7,No
681,38,Non-Binary,Married,Sales,BDR,2,6315,6,5,6,20,Yes,6,5,2,4,2,1,2,8,6,0,19,4.9,No
682,33,Non-Binary,Single,Operations,IT Support,1,2832,8,3,2,13,Yes,34,5,2,1,3,3,2,2,0,3,18,4.6,No
683,62,Female,Married,Engineering,Data Engineer,3,8811,2,2,0,12,Yes,44,3,4,1,3,1,1,0,6,0,23,7.8,No
684,27,Female,Single,Engineering,Data Engineer,3,9635,2,0,2,9,No,35,3,2,1,1,2,3,5,3,0,23,7.5,No
685,27,Male,Single,Marketing,Growth Manager,2,6004,4,1,4,5,No,49,3,3,3,1,3,4,7,0,3,18,6.2,Yes
686,37,Female,Married,Sales,Account Executive,3,7536,12,5,10,13,Yes,16,4,2,3,3,2,3,5,5,0,16,6.4,Yes
687,24,Non-Binary,Divorced,Engineering,DevOps Engineer,2,5875,2,2,0,6,Yes,30,5,3,2,1,2,2,1,0,2,23,4.6,Yes
688,55,Female,Married,Engineering,Engineering Manager,2,5876,3,0,2,18,Yes,34,2,3,2,2,1,4,4,1,1,21,6.6,Yes
689,55,Male,Married,Marketing,Growth Manager,3,7339,18,9,13,34,Yes,28,2,2,4,3,1,4,0,6,3,15,7.9,No
690,45,Non-Binary,Single,Marketing,Content Strategist,2,5209,9,0,2,18,Yes,13,1,3,3,4,4,3,6,6,2,24,5.2,No
691,28,Male,Married,Sales,Account Executive,3,9138,2,0,2,2,No,44,3,1,3,1,3,2,3,1,1,23,5.2,No
692,42,Non-Binary,Married,Engineering,DevOps Engineer,2,6420,3,3,1,19,No,30,1,3,1,2,2,1,3,3,1,13,3.6,No
693,48,Female,Married,Engineering,Senior Engineer,1,4052,1,0,0,4,No,30,5,4,4,1,1,2,3,6,0,23,7.9,Yes
694,57,Non-Binary,Divorced,Engineering,Data Engineer,2,6772,4,4,4,35,Yes,17,3,4,4,1,4,1,9,5,1,17,5.2,Yes
695,26,Female,Single,HR,Recruiter,4,12851,2,2,0,3,No,26,5,3,3,1,2,4,3,1,1,14,3.7,No
696,39,Non-Binary,Married,Sales,Account Executive,1,2538,10,5,6,12,Yes,34,5,3,1,1,3,1,5,1,3,25,7.5,Yes
697,28,Male,Divorced,Product,Product Manager,2,6340,0,0,0,3,Yes,24,4,3,1,1,1,4,2,5,3,12,9.1,Yes
698,35,Male,Married,HR,HR Generalist,5,11637,4,2,2,14,No,32,4,4,2,2,2,3,4,5,0,12,5.8,No
699,50,Male,Single,Operations,Operations Manager,3,7342,24,6,10,29,No,40,1,2,2,3,4,1,9,6,0,19,5.6,No
700,40,Male,Married,Sales,Account Executive,4,12287,18,5,0,22,No,46,5,3,3,4,4,3,8,5,3,12,6.8,No
701,59,Non-Binary,Married,Engineering,DevOps Engineer,3,7116,12,10,9,30,Yes,40,2,4,1,2,1,2,3,2,1,23,4.9,No
702,23,Male,Divorced,Product,Product Manager,2,5920,1,0,1,4,No,12,2,3,4,2,2,3,9,2,1,25,9.3,No
703,40,Non-Binary,Divorced,Engineering,DevOps Engineer,3,9992,0,0,0,13,Yes,22,1,3,2,2,4,3,8,5,1,17,8.9,No
704,46,Female,Single,Engineering,DevOps Engineer,2,4218,11,6,10,15,No,50,2,4,1,3,3,1,4,6,1,23,6.7,Yes
705,41,Male,Single,Sales,Sales Rep,3,9845,16,8,1,16,No,43,5,3,2,4,4,1,0,0,3,19,6.1,Yes
706,43,Non-Binary,Divorced,Engineering,Senior Engineer,4,10251,0,0,0,2,Yes,48,3,2,3,4,2,2,9,3,3,21,3.5,Yes
707,39,Female,Single,HR,Recruiter,3,7992,0,0,0,12,Yes,49,4,3,2,2,3,1,8,6,0,22,3.4,No
708,25,Male,Single,HR,Compensation Analyst,4,8136,1,0,1,2,No,30,2,2,3,2,3,3,2,1,2,25,3.4,No
709,51,Male,Single,Engineering,DevOps Engineer,4,12068,0,0,0,27,Yes,16,5,4,2,3,2,4,7,4,2,17,3.0,Yes
710,56,Female,Single,Engineering,Software Engineer,4,11555,9,4,4,13,No,26,3,3,2,1,4,3,4,0,1,18,8.6,Yes
711,56,Male,Single,Engineering,Software Engineer,2,6222,3,1,3,13,No,41,1,4,2,2,1,2,4,4,3,13,8.9,No
712,60,Non-Binary,Single,Engineering,Data Engineer,2,5278,14,3,12,31,No,44,3,3,2,3,2,4,0,3,3,17,8.7,No
713,25,Male,Married,Operations,Project Manager,2,6700,3,3,1,3,No,25,5,2,2,2,2,2,5,2,1,12,8.6,No
714,43,Non-Binary,Divorced,Marketing,Growth Manager,1,3636,17,14,3,19,No,5,5,2,2,4,4,1,8,4,2,14,7.8,No
715,23,Non-Binary,Married,Sales,Sales Manager,3,9828,0,0,0,5,No,39,3,3,2,3,2,3,9,2,0,21,7.3,Yes
716,51,Male,Divorced,Engineering,QA Engineer,2,6085,25,24,1,31,No,29,4,3,3,2,1,4,4,3,0,20,9.0,Yes
717,56,Non-Binary,Single,Marketing,Brand Manager,2,6571,15,12,4,19,No,21,5,3,4,4,1,3,8,0,3,21,6.3,No
718,39,Male,Divorced,Marketing,Content Strategist,2,5142,0,0,0,3,No,11,3,4,4,2,3,3,4,2,1,25,6.7,No
719,44,Non-Binary,Divorced,Product,UI Designer,1,3548,19,9,5,23,No,26,2,4,2,2,1,3,6,1,2,12,7.4,No
720,43,Non-Binary,Single,Operations,IT Support,2,5167,15,5,10,18,No,22,5,3,2,3,1,2,8,0,3,16,5.6,No
721,46,Male,Single,Operations,Project Manager,2,5829,17,10,0,20,No,20,5,2,3,1,1,4,9,3,1,11,8.4,No
722,39,Male,Married,Finance,Accountant,3,6945,1,0,1,11,Yes,13,1,3,3,2,3,2,6,3,0,14,4.9,No
723,61,Female,Single,Product,Product Analyst,1,2910,8,2,1,37,No,25,5,3,1,1,4,1,9,5,1,23,3.2,No
724,54,Female,Married,Engineering,Senior Engineer,1,2693,16,11,12,17,Yes,21,5,3,3,4,4,3,4,6,1,13,6.6,Yes
725,39,Non-Binary,Married,Engineering,Staff Engineer,5,19302,17,10,13,18,No,33,2,3,3,1,1,4,5,0,1,25,8.1,No
726,41,Male,Divorced,Operations,Operations Manager,1,3455,11,10,3,12,No,21,3,2,1,1,3,3,7,0,1,21,9.2,No
727,40,Non-Binary,Single,Sales,Sales Rep,3,8361,9,4,8,15,Yes,29,4,4,4,3,4,2,0,1,2,24,3.9,No
728,40,Male,Single,HR,Recruiter,4,9310,6,0,4,10,No,13,5,2,1,1,3,1,0,3,0,25,7.8,Yes
729,35,Non-Binary,Single,Engineering,Staff Engineer,2,5035,11,8,7,16,No,30,2,4,4,3,4,4,5,2,2,19,5.6,No
730,58,Non-Binary,Divorced,Sales,BDR,1,2656,30,1,10,33,Yes,47,1,3,4,2,4,1,7,1,0,18,5.5,No
731,35,Male,Divorced,Engineering,Data Engineer,3,10305,9,9,2,12,No,48,4,4,3,1,4,3,9,0,2,14,4.2,No
732,45,Female,Married,Engineering,Senior Engineer,2,6567,22,7,18,25,No,8,4,4,3,4,4,2,2,6,3,15,6.6,Yes
733,38,Non-Binary,Single,Engineering,Staff Engineer,2,6679,15,3,5,18,No,5,2,2,4,2,4,4,1,1,3,22,3.0,No
734,55,Female,Married,Engineering,DevOps Engineer,5,11435,7,2,2,30,No,47,1,3,1,2,1,1,4,6,3,20,3.9,No
735,54,Female,Single,Marketing,Brand Manager,2,5047,27,18,14,30,Yes,41,5,3,3,1,1,2,0,2,2,14,7.3,No
736,26,Male,Divorced,Marketing,Growth Manager,1,3969,2,0,0,6,No,11,5,4,1,1,1,3,3,3,2,21,3.1,No
737,34,Male,Single,Sales,Account Executive,3,6371,0,0,0,12,No,4,2,4,4,1,2,2,1,6,3,17,3.6,No
738,27,Non-Binary,Divorced,Marketing,Marketing Analyst,1,3124,0,0,0,0,Yes,29,2,4,2,4,2,2,9,5,1,11,3.3,Yes
739,56,Male,Single,Engineering,Engineering Manager,2,5951,0,0,0,18,No,12,1,2,3,1,4,2,5,6,0,20,8.0,No
740,46,Male,Divorced,Operations,IT Support,3,6871,4,0,4,27,No,42,1,4,3,2,3,2,9,3,0,23,7.7,Yes
741,34,Male,Single,Operations,Operations Manager,1,2987,6,2,4,6,Yes,17,1,4,3,2,1,2,7,0,3,12,8.0,Yes
742,39,Non-Binary,Single,Engineering,Senior Engineer,3,7994,1,0,0,14,No,15,2,2,1,3,1,3,5,2,1,24,5.8,No
743,40,Non-Binary,Divorced,Marketing,Marketing Analyst,1,2624,1,0,0,15,No,24,4,4,4,3,1,3,7,4,2,16,9.2,No
744,28,Non-Binary,Single,Finance,Controller,2,5302,1,1,1,1,Yes,14,1,4,1,4,2,1,7,3,2,23,8.0,No
745,56,Male,Married,Sales,BDR,2,5343,0,0,0,3,Yes,30,1,2,1,1,4,4,1,1,0,18,8.6,No
746,40,Non-Binary,Single,Engineering,Software Engineer,4,10952,11,8,4,11,Yes,2,5,3,4,3,3,4,6,5,3,20,4.1,Yes
747,43,Female,Married,Engineering,Software Engineer,3,9924,6,5,6,19,Yes,26,4,4,4,1,3,1,8,1,1,22,4.0,No
748,47,Male,Single,Engineering,Software Engineer,5,13809,13,6,1,27,Yes,38,4,3,1,1,3,1,0,5,2,20,7.9,Yes
749,58,Non-Binary,Divorced,HR,HR Generalist,4,11786,24,22,22,26,Yes,21,2,1,1,1,3,4,6,6,3,21,5.0,Yes
750,29,Male,Single,Engineering,Engineering Manager,3,8504,6,3,4,7,Yes,32,3,4,4,4,4,3,3,1,1,23,8.9,Yes
751,54,Female,Single,Engineering,QA Engineer,3,7300,21,18,19,23,No,46,3,2,1,4,2,1,3,3,0,19,9.5,No
752,48,Non-Binary,Single,Operations,IT Support,1,3535,1,0,0,8,No,24,5,3,3,4,2,1,1,3,0,22,3.6,No
753,54,Male,Married,Sales,Sales Manager,4,13364,0,0,0,22,Yes,34,5,4,2,2,4,3,7,0,1,11,4.0,No
754,42,Female,Single,Engineering,Software Engineer,2,6526,15,2,5,16,Yes,11,5,4,1,3,2,4,8,4,1,18,4.9,Yes
755,25,Male,Divorced,Product,UI Designer,3,7595,2,0,2,5,No,8,3,3,3,4,2,2,7,2,1,16,8.9,No
756,47,Female,Divorced,Product,UI Designer,3,6203,5,2,5,17,No,25,5,3,4,3,4,1,4,3,2,13,7.6,Yes
757,46,Non-Binary,Single,Engineering,DevOps Engineer,2,5739,4,1,2,4,Yes,33,5,4,4,2,3,4,8,5,1,20,4.8,Yes
758,31,Male,Single,Product,Product Analyst,2,5274,8,7,1,8,No,38,2,3,1,2,2,4,1,1,1,18,3.6,No
759,37,Non-Binary,Single,Operations,Facilities Coordinator,1,3401,1,1,1,6,Yes,24,3,4,3,4,2,3,1,4,0,17,8.1,Yes
760,39,Non-Binary,Single,Engineering,Senior Engineer,3,9803,0,0,0,16,No,9,3,3,4,1,1,4,7,6,1,12,8.8,No
761,28,Female,Divorced,Product,UI Designer,2,4979,6,1,6,9,Yes,40,5,3,4,2,4,4,4,4,3,20,7.1,Yes
762,59,Non-Binary,Married,Operations,Operations Manager,2,4331,8,5,0,31,No,16,4,4,2,1,3,1,1,3,0,17,3.4,No
763,57,Non-Binary,Married,Engineering,Data Engineer,3,7895,25,12,6,30,Yes,24,5,2,2,4,1,1,0,4,2,23,3.7,Yes
764,40,Female,Single,Sales,Sales Manager,1,3957,12,6,10,17,No,28,3,2,4,3,3,4,5,3,3,16,5.8,No
765,41,Male,Married,Engineering,Engineering Manager,3,9515,10,3,3,14,No,26,4,4,1,2,4,3,4,0,0,17,5.8,No
766,25,Female,Married,Sales,Sales Manager,1,3940,0,0,0,7,Yes,45,4,3,2,2,3,1,6,0,0,12,4.9,Yes
767,54,Non-Binary,Single,Marketing,Marketing Analyst,1,3834,26,8,17,27,No,31,5,3,1,4,4,4,8,1,1,24,3.0,Yes
768,22,Non-Binary,Married,Sales,Sales Manager,2,6982,0,0,0,0,No,10,1,4,3,1,2,3,3,5,3,16,8.5,No
769,56,Non-Binary,Single,Engineering,DevOps Engineer,3,10381,1,1,1,20,No,9,1,3,3,2,3,3,5,6,2,11,9.4,Yes
770,45,Male,Single,Operations,Facilities Coordinator,2,6219,9,7,5,23,No,19,5,3,1,4,1,4,7,6,3,23,3.7,Yes
771,23,Non-Binary,Divorced,Marketing,Content Strategist,2,6458,0,0,0,0,No,5,5,4,3,2,1,3,5,5,1,11,7.6,No
772,56,Male,Single,Operations,IT Support,2,5872,16,4,8,38,Yes,41,1,3,2,4,4,4,8,2,0,24,8.7,Yes
773,45,Female,Divorced,Operations,Facilities Coordinator,2,4160,8,4,6,27,No,14,4,4,3,1,1,3,3,5,0,13,7.5,No
774,46,Non-Binary,Divorced,Operations,Facilities Coordinator,4,10553,19,18,18,19,No,20,3,3,2,2,4,1,4,6,3,21,8.8,Yes
775,60,Non-Binary,Single,Product,Product Manager,4,9050,17,12,8,35,Yes,29,2,3,2,2,1,2,1,5,3,11,8.4,Yes
776,55,Male,Single,Finance,Controller,5,17178,27,16,1,28,No,1,2,3,2,1,1,1,8,3,3,17,4.1,No
777,62,Male,Married,Engineering,Software Engineer,2,6144,19,17,15,31,Yes,6,3,2,1,2,3,3,3,5,0,20,8.3,Yes
778,57,Male,Single,Engineering,Engineering Manager,2,4944,20,4,6,20,No,13,1,3,3,4,2,1,5,6,2,16,8.4,No
779,43,Male,Single,Sales,BDR,4,10597,0,0,0,0,No,42,4,4,4,3,1,1,3,2,0,23,5.7,No
780,59,Non-Binary,Single,Engineering,Engineering Manager,3,8352,8,7,0,26,Yes,36,2,3,2,4,2,4,9,3,0,19,5.8,Yes
781,53,Female,Single,Product,Product Manager,2,5092,25,19,2,34,Yes,30,4,1,4,2,2,1,1,1,3,25,4.2,No
782,62,Non-Binary,Married,Operations,Project Manager,4,8088,16,5,12,20,No,5,4,3,1,3,1,4,7,3,2,22,7.9,Yes
783,60,Non-Binary,Divorced,HR,Compensation Analyst,2,5625,5,0,0,42,No,26,2,3,2,2,2,2,9,3,2,19,4.8,No
784,45,Male,Married,Product,Product Analyst,3,9704,8,2,1,21,Yes,50,5,2,3,2,2,3,7,6,0,22,5.4,No
785,47,Male,Married,Operations,Operations Manager,1,2895,7,5,6,22,Yes,12,5,2,2,3,3,1,0,0,3,19,4.4,Yes
786,38,Non-Binary,Married,Operations,IT Support,1,2645,14,3,1,14,No,31,1,2,4,3,1,1,1,4,2,11,9.1,No
787,27,Female,Single,Finance,Financial Analyst,5,11879,2,0,1,4,No,13,1,1,3,1,4,3,0,0,3,15,4.5,No
788,58,Male,Divorced,Finance,Financial Analyst,4,12268,25,9,17,39,No,27,5,3,2,2,4,3,2,4,2,15,8.3,No
789,27,Male,Single,HR,Compensation Analyst,4,13864,4,4,1,9,Yes,50,1,1,3,3,1,2,5,6,3,14,8.3,No
790,45,Male,Married,Engineering,Staff Engineer,1,3775,14,4,8,22,No,4,4,4,3,4,1,4,7,1,1,22,8.7,No
791,33,Male,Divorced,Operations,IT Support,2,6763,5,1,3,5,No,22,3,2,3,4,3,1,6,2,3,20,5.6,No
792,58,Female,Single,Engineering,Engineering Manager,1,3469,5,5,0,7,No,32,3,4,3,1,2,1,1,0,3,23,8.9,No
793,40,Female,Divorced,Product,Product Manager,1,2497,14,10,6,19,No,15,3,4,2,3,1,2,0,0,1,13,7.1,No
794,44,Male,Married,Engineering,Data Engineer,4,13159,1,0,0,7,No,47,2,4,1,3,3,4,9,2,0,18,3.5,Yes
795,50,Non-Binary,Divorced,Operations,Project Manager,1,3234,22,6,4,27,No,42,1,4,3,1,1,1,6,2,1,15,7.6,No
796,29,Non-Binary,Divorced,Engineering,QA Engineer,4,8756,0,0,0,11,Yes,49,3,2,2,3,1,2,5,4,1,19,5.8,Yes
797,58,Female,Divorced,HR,Recruiter,4,10168,10,2,0,40,Yes,37,1,3,1,4,4,1,1,4,3,22,5.6,No
798,37,Female,Married,Engineering,Data Engineer,3,9224,15,8,4,19,No,45,3,4,2,1,1,4,7,3,3,23,6.7,No
799,32,Male,Married,Engineering,Staff Engineer,1,2531,10,5,0,11,Yes,19,1,3,4,3,2,1,2,5,1,14,5.0,No
800,22,Non-Binary,Divorced,Engineering,Data Engineer,1,3910,0,0,0,3,Yes,33,3,3,2,2,1,1,6,3,3,14,3.0,Yes
801,43,Non-Binary,Single,Sales,Account Executive,2,6629,14,5,12,15,No,11,5,4,4,4,3,2,6,0,1,24,5.1,Yes
802,31,Male,Divorced,Marketing,Content Strategist,3,8342,7,5,5,11,Yes,9,1,4,4,1,1,3,2,1,0,13,9.4,Yes
803,60,Female,Divorced,Marketing,Content Strategist,1,2521,23,21,5,23,No,44,3,3,1,4,1,1,8,3,1,19,6.4,No
804,42,Male,Divorced,Sales,Account Executive,3,6753,18,14,15,18,No,49,3,4,4,4,2,1,8,3,1,19,6.6,No
805,39,Female,Single,Sales,Sales Rep,4,11944,10,4,0,10,No,4,2,3,2,3,2,2,2,5,1,11,4.1,No
806,35,Female,Divorced,Engineering,Engineering Manager,5,18426,11,2,11,15,No,46,2,4,1,2,1,2,0,5,1,11,5.7,Yes
807,30,Male,Single,Marketing,Content Strategist,1,3296,2,2,1,7,No,46,2,1,2,2,1,4,5,0,3,15,7.5,No
808,60,Male,Single,Engineering,Data Engineer,1,3227,7,7,7,11,Yes,44,1,3,1,1,4,1,7,2,3,24,7.0,Yes
809,55,Female,Married,Finance,Controller,3,6131,6,0,6,16,Yes,10,5,2,3,2,1,4,7,0,0,16,3.4,No
810,47,Male,Divorced,Operations,Project Manager,4,13345,14,12,14,26,Yes,24,3,2,4,3,3,3,0,3,3,17,9.0,No
